cntyfips,cntyname,tract,placenm,edplc1,edplc2,edplc3,edplc4,ecplc1,ecplc2,ecplc3,ecplc4,hsplc1,hsplc2,enplc1,enplc2,enplc3,enplc4,soplc1,soplc2
001,Alameda,06001401800,Oakland city,63.73,50.94,25.68,8.02,892.1,-3.48,55.28,0.33,91.47,0.12,80.28,0.00,2.50,7.70,91.69,78.31
001,Alameda,06001402200,Oakland city,63.73,50.94,25.68,8.02,873.4,-3.37,55.31,0.32,86.47,0.11,85.94,0.00,2.44,7.71,82.05,81.02
001,Alameda,06001402400,Oakland city,63.73,50.94,25.04,8.02,824.0,-3.20,54.31,0.30,97.72,0.08,85.07,91.56,2.29,7.74,88.85,87.89
001,Alameda,06001402500,Oakland city,63.73,50.94,25.04,8.02,829.7,-3.08,54.71,0.31,89.14,0.07,86.67,1.84,2.33,7.74,86.27,82.81
001,Alameda,06001402600,Oakland city,63.73,50.94,25.04,8.02,806.8,-3.15,54.65,0.30,94.40,0.07,90.48,95.37,2.26,7.75,83.21,90.72
001,Alameda,06001402700,Oakland city,63.73,50.94,25.04,8.02,802.6,-3.25,54.35,0.29,100.00,0.10,87.72,100.00,2.24,7.75,95.54,64.27
001,Alameda,06001402800,Oakland city,63.73,50.94,14.66,8.02,781.5,-3.19,54.39,0.29,96.20,0.04,93.75,100.00,2.19,7.76,85.39,71.33
001,Alameda,06001402900,Oakland city,63.73,50.94,12.33,8.02,779.0,-3.13,54.31,0.28,94.63,<NULL>,88.24,100.00,2.15,7.77,77.61,78.20
001,Alameda,06001403000,Oakland city,63.73,50.94,9.72,8.02,784.9,-3.12,54.47,0.29,98.90,0.05,97.30,100.00,2.17,7.77,78.81,90.58
001,Alameda,06001403100,Oakland city,63.73,50.94,9.72,8.02,802.6,-3.14,54.61,0.30,<NULL>,<NULL>,89.29,100.00,2.24,7.76,<NULL>,<NULL>
001,Alameda,06001403300,Oakland city,63.73,50.94,12.33,8.02,769.6,3.08,53.80,0.27,95.76,0.18,91.67,100.00,2.17,7.79,74.26,74.34
001,Alameda,06001403400,Oakland city,63.73,50.94,12.33,8.02,773.6,-3.10,54.25,0.28,94.52,0.10,88.31,100.00,2.13,7.79,90.92,75.63
001,Alameda,06001403501,Oakland city,63.73,50.94,21.44,8.02,821.3,2.03,54.83,0.28,96.19,0.10,85.44,100.00,2.16,7.78,86.15,82.86
001,Alameda,06001403502,Oakland city,63.73,50.94,25.39,8.02,813.7,2.07,54.80,0.28,100.00,0.17,91.43,100.00,2.14,7.79,95.81,75.57
001,Alameda,06001403600,Oakland city,63.73,50.94,23.11,8.02,804.2,2.03,54.81,0.27,97.57,0.19,88.03,100.00,2.12,7.80,83.91,80.24
001,Alameda,06001403701,Oakland city,63.73,50.94,12.65,8.02,809.2,2.05,54.85,0.28,99.29,0.23,91.11,100.00,2.12,7.79,93.36,75.78
001,Alameda,06001403702,Oakland city,63.73,50.94,13.54,8.02,805.1,2.18,54.47,0.27,100.00,0.20,95.45,100.00,2.09,7.80,93.43,85.74
001,Alameda,06001403800,Oakland city,63.73,50.94,39.77,8.02,794.0,2.14,54.26,0.27,99.17,0.11,97.20,84.19,2.06,7.82,95.21,82.80
001,Alameda,06001403900,Oakland city,63.73,50.94,36.75,8.02,801.5,2.10,54.80,0.27,99.01,0.16,92.50,100.00,2.11,7.80,90.51,64.86
001,Alameda,06001404000,Oakland city,63.73,50.94,19.00,8.02,812.3,2.04,54.72,0.28,96.32,0.19,95.18,100.00,2.17,7.79,90.18,73.65
001,Alameda,06001404101,Oakland city,63.73,50.94,19.00,8.02,819.6,2.01,54.64,0.29,99.32,0.12,98.67,99.40,2.27,7.79,89.72,84.23
001,Alameda,06001404102,Oakland city,63.73,50.94,19.00,8.02,813.0,1.95,54.59,0.28,100.00,0.12,88.89,100.00,2.20,7.79,90.83,74.17
001,Alameda,06001404200,Oakland city,63.73,50.94,30.55,8.02,834.9,1.88,55.18,0.28,99.23,0.15,96.47,9.06,2.29,7.82,92.29,85.25
001,Alameda,06001404300,Oakland city,63.73,50.94,16.29,8.02,844.4,1.58,55.43,0.29,100.00,0.18,92.22,34.80,2.38,7.80,94.41,88.41
001,Alameda,06001404400,Oakland city,63.73,50.94,16.42,8.02,829.3,1.92,55.37,0.29,98.87,0.18,97.04,6.01,2.35,7.85,91.48,89.40
001,Alameda,06001404501,Oakland city,63.73,50.94,9.08,8.02,775.1,1.91,54.78,0.28,100.00,0.18,96.97,78.85,2.10,7.86,97.39,94.80
001,Alameda,06001404502,Oakland city,63.73,50.94,9.08,8.02,779.7,2.39,54.98,0.27,100.00,0.17,97.44,40.00,2.22,7.88,95.39,91.84
001,Alameda,06001404600,Oakland city,63.73,50.94,9.08,8.02,712.3,2.57,55.09,0.26,100.00,0.20,97.75,4.68,2.18,7.92,96.00,90.36
001,Alameda,06001404700,Oakland city,63.73,50.94,17.26,8.02,696.8,-3.02,52.10,0.26,98.75,0.17,97.78,1.79,2.02,7.89,95.93,90.81
001,Alameda,06001404800,Oakland city,63.73,50.94,18.20,8.02,711.0,-2.58,52.20,0.24,98.89,0.08,92.19,68.84,1.88,7.89,86.07,88.37
001,Alameda,06001404900,Oakland city,63.73,50.94,20.97,8.02,736.7,-2.43,52.72,0.25,97.09,0.12,95.80,80.51,1.95,7.87,94.51,86.90
001,Alameda,06001405000,Oakland city,63.73,50.94,17.09,8.02,753.6,-2.36,52.76,0.27,99.54,0.17,93.14,9.63,2.00,7.85,97.73,87.63
001,Alameda,06001405100,Oakland city,63.73,50.94,30.19,8.02,792.2,2.71,54.05,0.26,100.00,0.21,96.43,21.18,2.02,7.84,95.93,87.68
001,Alameda,06001405200,Oakland city,63.73,50.94,15.57,8.02,771.8,-2.40,53.21,0.27,97.98,0.10,83.47,99.55,2.03,7.82,91.25,79.24
001,Alameda,06001405301,Oakland city,63.73,50.94,16.69,8.02,767.4,-2.45,52.85,0.27,97.13,0.09,82.86,100.00,2.06,7.81,88.15,76.04
001,Alameda,06001405302,Oakland city,63.73,50.94,11.39,8.02,767.5,-2.42,53.05,0.27,92.41,0.10,94.12,100.00,2.07,7.81,73.88,85.51
001,Alameda,06001405401,Oakland city,63.73,50.94,16.69,8.02,775.0,3.09,53.53,0.26,85.58,0.10,89.36,100.00,2.05,7.82,71.65,76.85
001,Alameda,06001405402,Oakland city,63.73,50.94,15.25,8.02,788.2,3.27,53.73,0.26,90.12,0.09,94.94,96.03,2.01,7.83,77.55,84.49
001,Alameda,06001405500,Oakland city,63.73,50.94,15.57,8.02,761.3,-2.34,53.06,0.26,93.05,0.16,91.58,34.29,2.01,7.83,83.69,86.43
001,Alameda,06001405600,Oakland city,63.73,50.94,15.57,8.02,755.4,-2.37,52.95,0.26,94.08,0.13,88.57,1.35,1.99,7.84,82.19,88.45
001,Alameda,06001405700,Oakland city,63.73,50.94,11.75,8.02,747.7,3.10,52.98,0.25,88.54,0.13,77.08,25.56,1.91,7.86,86.03,76.16
001,Alameda,06001405800,Oakland city,63.73,50.94,11.75,8.02,775.4,3.08,53.23,0.26,87.52,0.19,84.16,13.22,1.94,7.86,80.88,75.59
001,Alameda,06001405901,Oakland city,63.73,50.94,12.47,8.02,802.4,3.14,53.19,0.26,74.66,0.09,87.22,6.63,1.87,7.86,80.01,93.47
001,Alameda,06001405902,Oakland city,63.73,50.94,14.77,8.02,799.3,3.13,53.44,0.26,72.17,0.14,88.42,34.09,1.96,7.84,63.23,88.37
001,Alameda,06001406000,Oakland city,63.73,50.94,11.39,8.02,812.2,3.16,53.90,0.27,84.48,0.05,82.35,92.73,2.04,7.83,81.24,83.29
001,Alameda,06001406100,Oakland city,63.73,50.94,12.88,8.02,766.2,3.06,52.87,0.26,92.19,0.20,89.06,100.00,1.46,7.89,64.99,88.17
001,Alameda,06001406201,Oakland city,63.73,50.94,6.33,8.02,763.5,2.98,52.81,0.26,77.79,0.16,87.41,78.56,1.52,7.87,67.55,81.32
001,Alameda,06001406202,Oakland city,63.73,50.94,6.88,8.02,763.8,3.05,52.76,0.26,70.73,0.13,84.05,100.00,1.49,7.88,56.54,84.29
001,Alameda,06001406300,Oakland city,63.73,50.94,6.81,8.02,767.9,2.94,52.85,0.25,82.95,0.16,84.21,93.79,1.79,7.88,75.20,82.26
001,Alameda,06001406400,Oakland city,63.73,50.94,10.09,8.02,747.9,2.97,52.78,0.25,88.76,0.15,88.46,99.99,1.88,7.88,80.91,84.39
001,Alameda,06001406500,Oakland city,63.73,50.94,10.09,8.02,752.5,3.24,52.67,0.25,87.18,0.17,88.67,95.63,1.51,7.90,64.93,89.88
001,Alameda,06001406601,Oakland city,63.73,50.94,13.16,8.02,719.4,3.27,52.63,0.25,91.26,0.15,90.84,55.65,1.54,7.91,80.91,85.21
001,Alameda,06001406602,Oakland city,63.73,50.94,15.10,8.02,733.0,2.93,52.69,0.25,82.73,0.16,81.18,99.72,1.84,7.89,70.91,84.21
001,Alameda,06001406700,Oakland city,63.73,50.94,14.88,8.02,716.2,3.09,52.22,0.26,97.96,0.17,92.00,48.18,1.88,7.91,96.50,83.65
001,Alameda,06001406800,Oakland city,63.73,50.94,19.38,8.02,711.0,4.07,52.57,0.26,94.47,0.16,90.57,97.47,1.56,7.93,93.37,92.24
001,Alameda,06001406900,Oakland city,63.73,50.94,19.38,8.02,715.5,4.12,52.45,0.27,95.84,0.13,88.37,97.95,1.50,7.94,91.79,85.75
001,Alameda,06001407000,Oakland city,63.73,50.94,4.89,8.02,752.2,3.11,53.46,0.26,89.88,0.14,83.91,59.66,1.50,7.93,84.24,82.16
001,Alameda,06001407101,Oakland city,63.73,50.94,14.06,8.02,759.2,3.35,53.02,0.26,75.55,0.13,86.73,13.94,1.47,7.91,61.23,70.20
001,Alameda,06001407102,Oakland city,63.73,50.94,14.06,8.02,767.4,2.94,53.33,0.27,88.04,0.19,90.40,52.82,1.48,7.92,72.63,91.20
001,Alameda,06001407200,Oakland city,63.73,50.94,7.05,8.02,774.4,3.10,53.26,0.26,74.55,0.13,85.83,92.05,1.46,7.90,48.44,82.47
001,Alameda,06001407300,Oakland city,63.73,50.94,21.07,8.02,812.1,5.04,53.98,0.28,80.28,0.28,81.08,99.05,1.47,7.93,66.63,72.47
001,Alameda,06001407400,Oakland city,63.73,50.94,21.07,8.02,801.0,5.05,53.84,0.28,70.77,0.16,83.21,100.00,1.47,7.93,58.36,77.96
001,Alameda,06001407500,Oakland city,63.73,50.94,5.35,8.02,774.8,5.85,52.49,0.28,84.85,0.11,85.00,100.00,1.26,7.96,75.16,95.64
001,Alameda,06001407600,Oakland city,63.73,50.94,14.06,8.02,769.2,3.69,53.16,0.27,92.78,0.19,85.25,36.17,1.48,7.93,85.15,81.11
001,Alameda,06001407700,Oakland city,63.73,50.94,9.02,8.02,811.5,5.40,54.07,0.28,98.64,0.19,86.40,38.43,1.49,7.96,95.79,88.35
001,Alameda,06001407800,Oakland city,63.73,50.94,11.80,8.02,785.0,3.72,53.31,0.29,100.00,0.19,93.88,17.08,1.51,7.96,87.99,68.48
001,Alameda,06001407900,Oakland city,63.73,50.94,18.20,8.02,735.4,3.41,52.95,0.29,99.73,0.18,94.92,45.21,1.56,7.96,90.19,92.41
001,Alameda,06001408000,Oakland city,63.73,50.94,19.50,8.02,667.2,3.65,52.06,0.27,100.00,0.19,91.67,70.79,1.63,7.95,94.22,83.58
001,Alameda,06001408100,Oakland city,63.80,50.94,10.07,8.01,475.9,3.71,41.87,0.16,99.48,0.18,92.04,3.96,0.92,8.01,94.36,90.21
001,Alameda,06001408200,Oakland city,63.73,50.94,15.54,8.02,536.9,6.72,44.45,0.18,97.70,0.17,82.14,52.48,0.95,7.99,90.98,82.85
001,Alameda,06001408300,Oakland city,63.73,50.94,7.18,8.02,555.8,7.46,45.15,0.17,96.08,0.22,85.57,13.79,0.97,8.02,93.11,86.58
001,Alameda,06001408400,Oakland city,63.73,50.94,5.19,8.02,575.7,6.81,45.84,0.16,89.99,0.18,84.38,87.63,0.98,8.01,78.93,81.44
001,Alameda,06001408500,Oakland city,63.73,50.94,10.04,8.02,568.5,6.58,45.71,0.17,81.34,0.20,85.57,40.34,0.94,8.00,70.07,85.03
001,Alameda,06001408600,Oakland city,63.73,50.94,12.06,8.02,553.3,6.75,45.18,0.18,83.50,0.14,86.41,71.47,0.92,7.99,68.30,86.50
001,Alameda,06001408700,Oakland city,63.73,50.94,7.67,8.02,621.6,3.09,48.95,0.23,77.65,0.18,83.40,90.70,1.02,7.97,70.06,81.36
001,Alameda,06001408800,Oakland city,63.73,50.94,9.05,8.02,642.9,3.97,48.28,0.22,87.80,0.20,84.48,36.51,0.97,7.97,60.56,82.26
001,Alameda,06001408900,Oakland city,63.73,50.94,9.98,8.02,564.9,6.72,45.55,0.16,85.61,0.11,84.62,18.82,0.93,7.99,63.18,83.99
001,Alameda,06001409000,Oakland city,63.73,50.94,26.37,8.02,586.5,6.56,45.53,0.15,85.80,0.29,88.64,3.93,0.86,7.97,64.90,78.59
001,Alameda,06001409100,Oakland city,63.73,50.94,16.68,8.02,587.1,6.60,45.66,0.16,82.05,0.18,81.91,0.00,0.81,8.03,71.05,84.03
001,Alameda,06001409200,Oakland city,63.73,50.94,10.44,8.02,582.3,6.86,45.82,0.16,80.65,0.25,83.19,0.00,0.81,8.05,77.79,92.32
001,Alameda,06001409300,Oakland city,63.77,50.90,16.70,8.03,583.6,6.78,45.55,0.16,78.67,0.19,85.22,84.02,0.80,8.04,68.63,88.92
001,Alameda,06001409400,Oakland city,63.73,50.94,13.73,8.02,576.0,6.42,45.50,0.15,74.22,0.16,84.02,98.22,0.86,8.02,58.58,86.54
001,Alameda,06001409500,Oakland city,63.73,50.94,6.40,8.02,565.0,6.58,45.69,0.15,79.02,0.15,86.67,95.29,0.90,8.01,63.10,81.10
001,Alameda,06001409600,Oakland city,63.73,50.94,8.38,8.02,580.0,6.64,45.52,0.16,80.45,0.16,85.71,87.19,0.88,8.03,57.15,75.20
001,Alameda,06001409700,Oakland city,63.73,50.94,7.57,8.02,595.5,6.61,45.68,0.16,89.45,0.21,79.06,3.55,0.90,8.03,74.56,85.66
001,Alameda,06001409800,Oakland city,63.73,50.94,0.93,8.02,599.8,6.96,46.43,0.15,96.44,0.15,89.39,0.00,0.87,8.05,88.79,91.95
001,Alameda,06001409900,Oakland city,63.73,50.94,5.56,8.02,578.8,6.90,46.42,0.12,99.25,0.19,90.48,0.00,0.87,8.09,98.00,90.02
001,Alameda,06001410000,Oakland city,63.73,50.94,13.59,8.02,567.3,6.66,45.12,0.16,99.05,0.21,83.64,0.01,0.92,8.12,96.88,92.92
001,Alameda,06001410100,Oakland city,63.77,50.90,11.68,8.03,581.6,6.67,46.25,0.15,89.08,0.13,84.85,11.71,0.90,8.07,92.46,87.26
001,Alameda,06001410200,Oakland city,63.73,50.94,21.88,8.02,582.3,7.28,46.05,0.15,93.35,0.20,79.09,28.94,0.94,8.07,78.80,77.05
001,Alameda,06001410300,Oakland city,63.73,50.94,15.14,8.02,581.9,6.48,45.62,0.16,84.68,0.21,84.11,64.10,0.81,8.05,59.10,87.71
001,Alameda,06001410400,Oakland city,63.73,50.94,17.51,8.02,576.3,6.89,46.05,0.14,90.45,0.29,90.98,97.51,0.93,8.06,79.45,86.71
001,Alameda,06001410500,Oakland city,63.73,50.94,25.68,8.02,846.0,-3.21,55.00,0.31,94.90,0.05,95.16,1.48,2.37,7.72,84.46,81.15
001,Alameda,06001420100,Albany city,90.24,57.35,19.94,3.28,694.6,2.72,51.36,0.20,98.36,0.14,100.00,100.00,2.04,7.66,88.84,79.40
001,Alameda,06001420200,Albany city,90.24,57.35,25.09,3.28,686.3,1.41,51.39,0.20,97.56,0.13,93.75,100.00,1.99,7.65,86.22,88.05
001,Alameda,06001420300,Albany city,90.24,57.35,25.09,3.28,692.1,1.53,51.70,0.20,94.66,0.17,92.39,98.94,1.99,7.61,79.66,87.23
001,Alameda,06001420400,Albany city,90.24,57.35,34.95,3.28,783.4,2.05,54.05,0.20,93.32,<NULL>,93.10,92.11,2.36,7.61,34.97,54.34
001,Alameda,06001420500,Albany city,90.24,57.35,34.95,3.28,765.7,2.25,53.44,0.21,94.74,0.13,91.67,100.00,2.60,7.66,83.02,89.79
001,Alameda,06001420600,Albany city,90.24,57.35,27.55,3.28,759.5,2.47,53.58,0.20,100.00,0.16,95.56,100.00,2.72,7.67,90.20,91.30
001,Alameda,06001421100,Berkeley city,85.82,48.61,25.40,4.62,678.9,1.69,51.04,0.22,99.06,0.17,82.14,0.00,2.18,7.71,95.01,90.06
001,Alameda,06001421200,Berkeley city,85.82,48.61,25.40,4.62,677.2,1.93,50.28,0.20,100.00,0.16,97.62,47.43,2.09,7.69,95.24,93.07
001,Alameda,06001421300,Berkeley city,85.83,48.64,25.23,4.61,748.2,2.62,53.21,0.20,100.00,0.15,95.18,99.99,2.17,7.68,93.84,89.48
001,Alameda,06001421400,Berkeley city,85.82,48.61,25.40,4.62,749.0,1.52,53.02,0.23,100.00,0.14,100.00,68.11,2.87,7.71,93.41,83.44
001,Alameda,06001421500,Berkeley city,85.82,48.61,25.40,4.62,746.3,1.40,53.19,0.24,97.37,0.16,96.72,6.29,2.73,7.73,96.66,90.21
001,Alameda,06001421600,Berkeley city,85.82,48.61,29.13,4.62,736.9,1.67,52.22,0.24,99.17,0.14,96.00,27.08,2.95,7.74,91.63,86.66
001,Alameda,06001421700,Berkeley city,85.82,48.61,29.13,4.62,776.0,1.94,53.31,0.27,97.83,0.11,93.62,100.00,2.85,7.71,78.50,75.21
001,Alameda,06001421800,Berkeley city,85.82,48.61,27.56,4.62,779.9,0.60,53.26,0.25,100.00,0.14,96.15,100.00,2.79,7.70,96.85,88.50
001,Alameda,06001421900,Berkeley city,85.82,48.61,27.55,4.62,782.4,1.55,53.65,0.23,98.58,0.17,92.22,100.00,2.72,7.67,91.18,88.80
001,Alameda,06001422000,Berkeley city,85.82,48.61,33.45,4.62,1017.0,3.66,57.81,0.34,90.01,0.10,92.31,78.46,2.79,7.64,92.69,80.63
001,Alameda,06001422100,Berkeley city,85.82,48.61,37.57,4.62,929.4,2.79,56.98,0.29,95.81,0.11,92.00,96.90,2.73,7.66,88.50,86.30
001,Alameda,06001422200,Berkeley city,85.82,48.61,33.45,4.62,930.3,2.94,56.51,0.31,98.70,0.11,91.23,100.00,2.71,7.68,84.48,78.12
001,Alameda,06001422300,Berkeley city,85.82,48.61,27.52,4.62,908.6,2.09,56.29,0.33,98.16,0.08,90.59,100.00,2.76,7.70,87.85,78.78
001,Alameda,06001422400,Berkeley city,85.82,48.61,30.84,4.62,906.4,2.00,56.54,0.33,94.89,0.07,86.49,100.00,2.82,7.72,72.83,62.56
001,Alameda,06001422500,Berkeley city,85.82,48.61,30.84,4.62,831.1,0.28,54.35,0.30,99.48,0.06,100.00,36.76,2.93,7.74,83.91,50.58
001,Alameda,06001422600,Berkeley city,85.82,48.61,31.49,4.62,876.3,2.27,56.28,0.32,<NULL>,<NULL>,<NULL>,0.17,2.83,7.75,<NULL>,<NULL>
001,Alameda,06001422700,Berkeley city,85.82,48.61,30.61,4.62,903.7,1.02,56.98,0.34,98.42,0.04,87.50,52.02,2.77,7.76,78.46,31.66
001,Alameda,06001422800,Berkeley city,85.82,48.61,30.33,4.62,923.5,1.15,56.90,0.34,93.23,<NULL>,85.71,86.51,2.76,7.74,82.42,26.23
001,Alameda,06001422900,Berkeley city,85.82,48.61,28.05,4.62,966.0,1.63,56.72,0.35,93.19,<NULL>,92.11,53.62,2.79,7.72,74.84,43.97
001,Alameda,06001423000,Berkeley city,85.82,48.61,27.52,4.62,983.2,1.64,56.89,0.34,95.42,0.11,87.18,84.61,2.77,7.71,90.26,72.50
001,Alameda,06001423100,Berkeley city,85.82,48.61,33.45,4.62,996.9,1.69,57.03,0.34,98.16,0.09,93.67,96.87,2.74,7.69,83.44,74.82
001,Alameda,06001423200,Berkeley city,85.82,48.61,33.45,4.62,1009.0,1.67,57.22,0.33,95.67,0.13,90.67,100.00,2.75,7.67,76.73,71.53
001,Alameda,06001423300,Berkeley city,85.82,48.61,34.48,4.62,968.4,1.65,56.68,0.32,96.73,0.12,90.11,49.41,2.69,7.70,88.78,82.83
001,Alameda,06001423400,Berkeley city,85.82,48.61,31.35,4.62,949.7,1.62,56.62,0.32,95.85,0.10,89.17,74.39,2.69,7.72,84.88,79.14
001,Alameda,06001423500,Berkeley city,85.82,48.61,31.35,4.62,931.1,1.52,56.48,0.33,98.05,0.07,82.93,100.00,2.69,7.73,87.42,78.76
001,Alameda,06001423601,Berkeley city,85.82,48.61,29.46,4.62,921.1,1.55,56.31,0.33,99.16,0.12,97.44,100.00,2.65,7.75,93.09,71.60
001,Alameda,06001423602,Berkeley city,85.82,48.61,30.33,4.62,931.2,1.71,56.54,0.34,97.29,0.04,92.11,100.00,2.71,7.75,88.42,54.66
001,Alameda,06001423700,Berkeley city,85.82,48.61,30.61,4.62,920.6,1.76,56.41,0.33,95.75,0.05,100.00,74.38,2.69,7.77,91.12,51.59
001,Alameda,06001423800,Berkeley city,85.82,48.61,24.12,4.62,877.9,1.61,55.96,0.31,97.92,0.15,97.50,82.28,2.55,7.78,93.01,88.21
001,Alameda,06001423901,Berkeley city,85.82,48.61,22.89,4.62,924.0,1.75,56.14,0.32,98.71,0.10,90.00,78.67,2.59,7.74,96.50,81.92
001,Alameda,06001423902,Berkeley city,85.82,48.61,29.46,4.62,912.9,1.58,56.13,0.32,100.00,0.10,90.91,100.00,2.60,7.76,92.70,85.39
001,Alameda,06001424001,Berkeley city,85.82,48.61,21.94,4.62,930.4,1.79,56.27,0.32,95.73,0.07,84.85,54.44,2.56,7.72,87.42,81.29
001,Alameda,06001424002,Berkeley city,85.29,48.67,21.94,4.70,942.8,1.84,56.40,0.32,94.90,0.11,93.22,71.04,2.61,7.71,94.12,83.89
001,Alameda,06001425101,Emeryville city,78.35,23.43,26.81,1.53,964.3,1.91,56.69,0.32,100.00,0.30,100.00,34.64,2.63,7.66,87.41,78.41
001,Alameda,06001425102,Emeryville city,78.35,23.43,26.81,1.53,946.1,1.85,56.31,0.32,97.67,0.19,96.83,100.00,2.57,7.69,81.66,57.20
001,Alameda,06001425103,Emeryville city,78.35,23.43,30.07,1.53,936.8,1.84,56.29,0.32,95.31,0.22,89.87,100.00,2.56,7.70,92.46,70.23
001,Alameda,06001425104,Emeryville city,78.35,23.43,22.05,1.53,868.0,1.71,55.70,0.30,92.43,0.16,90.67,99.77,2.41,7.72,91.89,76.88
001,Alameda,06001426100,Piedmont city,99.20,87.30,39.44,0.00,771.7,2.04,54.53,0.28,98.37,0.22,100.00,4.33,2.08,7.85,92.89,89.12
001,Alameda,06001426200,Piedmont city,99.20,87.30,49.02,0.00,800.0,2.00,54.67,0.28,100.00,0.19,97.73,44.15,2.16,7.81,96.11,89.04
001,Alameda,06001427100,Alameda city,84.58,51.99,26.34,5.24,790.7,2.58,53.29,0.28,96.86,0.13,95.70,99.13,1.42,7.89,94.80,88.65
001,Alameda,06001427200,Alameda city,84.58,51.99,24.59,5.24,822.2,2.94,53.26,0.27,95.00,0.10,86.49,98.00,1.53,7.84,91.79,82.00
001,Alameda,06001427300,Alameda city,84.58,51.99,16.00,5.24,880.1,3.27,53.94,0.30,95.52,0.10,90.48,93.81,1.72,7.80,83.82,80.96
001,Alameda,06001427600,Alameda city,84.58,51.99,19.32,5.24,884.5,3.24,55.27,0.30,88.57,0.10,88.15,65.04,1.86,7.76,78.48,71.59
001,Alameda,06001427700,Alameda city,84.58,51.99,19.32,5.24,949.7,3.50,54.81,0.31,93.83,0.12,84.85,42.06,1.88,7.77,90.92,82.08
001,Alameda,06001427800,Alameda city,84.58,51.99,16.00,5.24,928.4,3.35,54.23,0.31,97.94,0.13,95.24,92.11,1.73,7.80,90.63,82.79
001,Alameda,06001427900,Alameda city,84.58,51.99,24.59,5.24,855.5,2.93,53.47,0.29,96.55,0.11,92.93,94.06,1.57,7.83,91.12,80.18
001,Alameda,06001428000,Alameda city,84.58,51.99,24.59,5.24,821.3,2.97,53.35,0.27,93.57,0.14,86.08,100.00,1.49,7.85,77.95,84.84
001,Alameda,06001428100,Alameda city,84.58,51.99,30.78,5.24,802.9,2.48,53.49,0.28,96.95,0.13,96.08,100.00,1.43,7.89,89.30,86.76
001,Alameda,06001428200,Alameda city,84.58,51.99,30.78,5.24,806.5,2.72,53.99,0.26,97.86,0.13,96.03,99.26,1.38,7.88,95.68,88.60
001,Alameda,06001428301,Alameda city,84.58,51.99,23.50,5.24,726.0,4.65,48.46,0.21,100.00,0.17,93.38,23.83,0.80,7.90,90.83,91.76
001,Alameda,06001428302,Alameda city,84.58,51.99,23.50,5.24,849.6,6.52,53.83,0.28,100.00,0.16,92.13,38.33,0.86,7.87,95.31,91.51
